group_id,representative_index,duplicate_index,match_reason,representative_title,duplicate_title
73,73,1456,doi,Ageotypes revisited: The brain and central nervous system dysfunction as a major nutritional and lifestyle target for healthy aging.,Ageotypes revisited: The brain and central nervous system dysfunction as a major nutritional and lifestyle target for healthy aging.
73,73,2465,doi,Ageotypes revisited: The brain and central nervous system dysfunction as a major nutritional and lifestyle target for healthy aging.,Ageotypes revisited: The brain and central nervous system dysfunction as a major nutritional and lifestyle target for healthy aging.
74,96,74,title_year,A multi-omics integrative approach unravels novel genes and pathways associated with senescence escape after targeted therapy in NRAS mutant melanoma.,A multi-omics integrative approach unravels novel genes and pathways associated with senescence escape after targeted therapy in NRAS mutant melanoma
74,96,902,transitive_exact_match,A multi-omics integrative approach unravels novel genes and pathways associated with senescence escape after targeted therapy in NRAS mutant melanoma.,A multi-omics integrative approach unravels novel genes and pathways associated with senescence escape after targeted therapy in NRAS mutant melanoma
74,96,923,doi,A multi-omics integrative approach unravels novel genes and pathways associated with senescence escape after targeted therapy in NRAS mutant melanoma.,A multi-omics integrative approach unravels novel genes and pathways associated with senescence escape after targeted therapy in NRAS mutant melanoma
74,96,1479,doi,A multi-omics integrative approach unravels novel genes and pathways associated with senescence escape after targeted therapy in NRAS mutant melanoma.,A multi-omics integrative approach unravels novel genes and pathways associated with senescence escape after targeted therapy in NRAS mutant melanoma.
74,96,2001,doi,A multi-omics integrative approach unravels novel genes and pathways associated with senescence escape after targeted therapy in NRAS mutant melanoma.,A multi-omics integrative approach unravels novel genes and pathways associated with senescence escape after targeted therapy in NRAS mutant melanoma
75,905,76,doi,The essential roles of FXR in diet and age influenced metabolic changes and liver disease development: a multi-omics study,The essential roles of FXR in diet and age influenced metabolic changes and liver disease development: a multi-omics study.
75,905,1458,transitive_exact_match,The essential roles of FXR in diet and age influenced metabolic changes and liver disease development: a multi-omics study,The essential roles of FXR in diet and age influenced metabolic changes and liver disease development: a multi-omics study.
75,905,2002,transitive_exact_match,The essential roles of FXR in diet and age influenced metabolic changes and liver disease development: a multi-omics study,The essential roles of FXR in diet and age influenced metabolic changes and liver disease development: a multi-omics study
75,905,2468,transitive_exact_match,The essential roles of FXR in diet and age influenced metabolic changes and liver disease development: a multi-omics study,The essential roles of FXR in diet and age influenced metabolic changes and liver disease development: a multi-omics study
76,2467,77,doi,Multiomics reveals glutathione metabolism as a driver of bimodality during stem cell aging,Multiomics reveals glutathione metabolism as a driver of bimodality during stem cell aging.
76,2467,666,transitive_exact_match,Multiomics reveals glutathione metabolism as a driver of bimodality during stem cell aging,Multiomics reveals glutathione metabolism as a driver of bimodality during stem cell aging
76,2467,907,transitive_exact_match,Multiomics reveals glutathione metabolism as a driver of bimodality during stem cell aging,Multiomics reveals glutathione metabolism as a driver of bimodality during stem cell aging
76,2467,1459,transitive_exact_match,Multiomics reveals glutathione metabolism as a driver of bimodality during stem cell aging,Multiomics reveals glutathione metabolism as a driver of bimodality during stem cell aging.
76,2467,1995,transitive_exact_match,Multiomics reveals glutathione metabolism as a driver of bimodality during stem cell aging,Multiomics reveals glutathione metabolism as a driver of bimodality during stem cell aging
77,1460,78,doi,Multiomics profiling of the impact of an angiotensin (1-7)-expressing probiotic combined with exercise training in aged male rats.,Multiomics profiling of the impact of an angiotensin (1-7)-expressing probiotic combined with exercise training in aged male rats.
77,1460,909,transitive_exact_match,Multiomics profiling of the impact of an angiotensin (1-7)-expressing probiotic combined with exercise training in aged male rats.,Multiomics profiling of the impact of an angiotensin (1–7)-expressing probiotic combined with exercise training in aged male rats
77,1460,1996,transitive_exact_match,Multiomics profiling of the impact of an angiotensin (1-7)-expressing probiotic combined with exercise training in aged male rats.,Multiomics profiling of the impact of an angiotensin (1–7)-expressing probiotic combined with exercise training in aged male rats
77,1460,2475,transitive_exact_match,Multiomics profiling of the impact of an angiotensin (1-7)-expressing probiotic combined with exercise training in aged male rats.,Multiomics profiling of the impact of an angiotensin (1–7)-expressing probiotic combined with exercise training in aged male rats
78,79,1463,doi,Heterogeneity in the response to n-3 polyunsaturated fatty acids.,Heterogeneity in the response to n-3 polyunsaturated fatty acids.
79,80,1464,doi,Loss of regulation of protein synthesis and turnover underpins an attenuated stress response in senescent human mesenchymal stem cells.,Loss of regulation of protein synthesis and turnover underpins an attenuated stress response in senescent human mesenchymal stem cells.
80,913,81,doi,omicSynth: an Open Multi-omic Community Resource for Identifying Druggable Targets across Neurodegenerative Diseases,omicSynth: an Open Multi-omic Community Resource for Identifying Druggable Targets across Neurodegenerative Diseases
80,913,1483,transitive_exact_match,omicSynth: an Open Multi-omic Community Resource for Identifying Druggable Targets across Neurodegenerative Diseases,omicSynth: an Open Multi-omic Community Resource for Identifying Druggable Targets across Neurodegenerative Diseases.
81,2490,82,doi,Multi-omic underpinnings of epigenetic aging and human longevity,Multi-omic underpinnings of epigenetic aging and human longevity.
81,2490,671,transitive_exact_match,Multi-omic underpinnings of epigenetic aging and human longevity,Multi-omic underpinnings of epigenetic aging and human longevity
81,2490,914,transitive_exact_match,Multi-omic underpinnings of epigenetic aging and human longevity,Multi-omic underpinnings of epigenetic aging and human longevity
81,2490,1465,transitive_exact_match,Multi-omic underpinnings of epigenetic aging and human longevity,Multi-omic underpinnings of epigenetic aging and human longevity.
81,2490,2003,transitive_exact_match,Multi-omic underpinnings of epigenetic aging and human longevity,Multi-omic underpinnings of epigenetic aging and human longevity
81,2490,3886,transitive_exact_match,Multi-omic underpinnings of epigenetic aging and human longevity,Multi-omic underpinnings of epigenetic aging and human longevity
82,915,83,doi,A Multi-omic Analysis of the Human Lung Reveals Distinct Cell Specific Aging and Senescence Molecular Programs,A Multi-omic Analysis of the Human Lung Reveals Distinct Cell Specific Aging and Senescence Molecular Programs
82,915,658,transitive_exact_match,A Multi-omic Analysis of the Human Lung Reveals Distinct Cell Specific Aging and Senescence Molecular Programs,A multi-omic analysis of the human lung reveals distinct cell specific aging and senescence molecular programs
82,915,1466,transitive_exact_match,A Multi-omic Analysis of the Human Lung Reveals Distinct Cell Specific Aging and Senescence Molecular Programs,A Multi-omic Analysis of the Human Lung Reveals Distinct Cell Specific Aging and Senescence Molecular Programs.
82,915,2489,transitive_exact_match,A Multi-omic Analysis of the Human Lung Reveals Distinct Cell Specific Aging and Senescence Molecular Programs,A Multi-omic Analysis of the Human Lung Reveals Distinct Cell Specific Aging and Senescence Molecular Programs
83,1467,84,doi,Gene regulatory network inference with popInfer reveals dynamic regulation of hematopoietic stem cell quiescence upon diet restriction and aging.,Gene regulatory network inference with popInfer reveals dynamic regulation of hematopoietic stem cell quiescence upon diet restriction and aging
84,85,1468,doi,Dysregulated cellular redox status during hyperammonemia causes mitochondrial dysfunction and senescence by inhibiting sirtuin-mediated deacetylation.,Dysregulated cellular redox status during hyperammonemia causes mitochondrial dysfunction and senescence by inhibiting sirtuin-mediated deacetylation.
84,85,2492,doi,Dysregulated cellular redox status during hyperammonemia causes mitochondrial dysfunction and senescence by inhibiting sirtuin-mediated deacetylation.,Dysregulated cellular redox status during hyperammonemia causes mitochondrial dysfunction and senescence by inhibiting sirtuin‐mediated deacetylation
85,86,916,doi,Multi-Omics Profiling for Health.,Multi-Omics Profiling for Health
85,86,1469,doi,Multi-Omics Profiling for Health.,Multi-Omics Profiling for Health.
85,86,1993,doi,Multi-Omics Profiling for Health.,Multi-omics profiling for health
85,86,2483,doi,Multi-Omics Profiling for Health.,Multi-Omics Profiling for Health
86,87,1470,doi,Differential Methylation of Telomere-Related Genes Is Associated with Kidney Disease in Individuals with Type 1 Diabetes.,Differential Methylation of Telomere-Related Genes Is Associated with Kidney Disease in Individuals with Type 1 Diabetes.
86,87,2493,doi,Differential Methylation of Telomere-Related Genes Is Associated with Kidney Disease in Individuals with Type 1 Diabetes.,Differential Methylation of Telomere-Related Genes Is Associated with Kidney Disease in Individuals with Type 1 Diabetes
87,2495,88,doi,Discovery of potential biomarkers for osteoporosis diagnosis by individual omics and multi-omics technologies,Discovery of potential biomarkers for osteoporosis diagnosis by individual omics and multi-omics technologies.
87,2495,918,transitive_exact_match,Discovery of potential biomarkers for osteoporosis diagnosis by individual omics and multi-omics technologies,Discovery of potential biomarkers for osteoporosis diagnosis by individual omics and multi-omics technologies
87,2495,1471,transitive_exact_match,Discovery of potential biomarkers for osteoporosis diagnosis by individual omics and multi-omics technologies,Discovery of potential biomarkers for osteoporosis diagnosis by individual omics and multi-omics technologies.
