group_id,representative_index,duplicate_index,match_reason,representative_title,duplicate_title
70,71,1935,doi,Potentiation of neurotoxicity in double-mutant mice with Pink1 ablation and A53T-SNCA overexpression.,Potentiation of neurotoxicity in double-mutant mice with Pink1 ablation and A53T-SNCA overexpression
70,71,3167,doi,Potentiation of neurotoxicity in double-mutant mice with Pink1 ablation and A53T-SNCA overexpression.,Potentiation of neurotoxicity in double-mutant mice with Pink1 ablation and A53T-SNCA overexpression.
70,71,5434,doi,Potentiation of neurotoxicity in double-mutant mice with Pink1 ablation and A53T-SNCA overexpression.,Potentiation of neurotoxicity in double-mutant mice with Pink1 ablation and A53T-SNCA overexpression
71,1936,72,doi,Transcriptional and epigenetic responses to mating and aging in Drosophila melanogaster,Transcriptional and epigenetic responses to mating and aging in Drosophila melanogaster.
71,1936,3168,transitive_exact_match,Transcriptional and epigenetic responses to mating and aging in Drosophila melanogaster,Transcriptional and epigenetic responses to mating and aging in Drosophila melanogaster.
71,1936,5370,transitive_exact_match,Transcriptional and epigenetic responses to mating and aging in Drosophila melanogaster,Transcriptional and epigenetic responses to mating and aging in Drosophila melanogaster
71,1936,9450,transitive_exact_match,Transcriptional and epigenetic responses to mating and aging in Drosophila melanogaster,Transcriptional and epigenetic responses to mating and aging in Drosophila melanogaster
72,73,1938,doi,Comparative pathway and network analysis of brain transcriptome changes during adult aging and in Parkinson's disease.,Comparative pathway and network analysis of brain transcriptome changes during adult aging and in Parkinson's disease
72,73,3170,doi,Comparative pathway and network analysis of brain transcriptome changes during adult aging and in Parkinson's disease.,Comparative pathway and network analysis of brain transcriptome changes during adult aging and in Parkinson's disease.
72,73,5429,doi,Comparative pathway and network analysis of brain transcriptome changes during adult aging and in Parkinson's disease.,Comparative pathway and network analysis of brain transcriptome changes during adult aging and in Parkinson's disease
73,74,3171,doi,"Sirtuin 7 in cell proliferation, stress and disease: Rise of the Seventh Sirtuin!","Sirtuin 7 in cell proliferation, stress and disease: Rise of the Seventh Sirtuin!"
73,74,5435,doi,"Sirtuin 7 in cell proliferation, stress and disease: Rise of the Seventh Sirtuin!","Sirtuin 7 in cell proliferation, stress and disease: Rise of the Seventh Sirtuin!"
74,75,3174,doi,Blood methylomic signatures of presymptomatic dementia in elderly subjects with type 2 diabetes mellitus.,Blood methylomic signatures of presymptomatic dementia in elderly subjects with type 2 diabetes mellitus.
74,75,5436,doi,Blood methylomic signatures of presymptomatic dementia in elderly subjects with type 2 diabetes mellitus.,Blood methylomic signatures of presymptomatic dementia in elderly subjects with type 2 diabetes mellitus
75,76,9478,doi,A systems biology approach to musculoskeletal tissue engineering : transcriptomic and proteomic analysis of cartilage and tendon cells,A systems biology approach to musculoskeletal tissue engineering : transcriptomic and proteomic analysis of cartilage and tendon cells
76,3175,77,doi,Genome-wide mRNA expression profiling in vastus lateralis of COPD patients with low and normal fat free mass index and healthy controls.,Genome-wide mRNA expression profiling in vastus lateralis of COPD patients with low and normal fat free mass index and healthy controls.
76,3175,5426,transitive_exact_match,Genome-wide mRNA expression profiling in vastus lateralis of COPD patients with low and normal fat free mass index and healthy controls.,Genome-wide mRNA expression profiling in vastus lateralis of COPD patients with low and normal fat free mass index and healthy controls
77,78,3176,doi,Age-related proteostasis and metabolic alterations in Caspase-2-deficient mice.,Age-related proteostasis and metabolic alterations in Caspase-2-deficient mice.
77,78,5415,doi,Age-related proteostasis and metabolic alterations in Caspase-2-deficient mice.,Age-related proteostasis and metabolic alterations in Caspase-2-deficient mice
78,9468,79,doi,MicroRNAs and lncRNAs in senescence: A re‐view,MicroRNAs and lncRNAs in senescence: A re-view.
78,9468,3183,transitive_exact_match,MicroRNAs and lncRNAs in senescence: A re‐view,MicroRNAs and lncRNAs in senescence: A re-view.
78,9468,5446,transitive_exact_match,MicroRNAs and lncRNAs in senescence: A re‐view,MicroRNAs and lncRNAs in senescence: A re-view
79,9484,80,doi,Vinculin network–mediated cytoskeletal remodeling regulates contractile function in the aging heart,Vinculin network-mediated cytoskeletal remodeling regulates contractile function in the aging heart.
79,9484,1948,title_year,Vinculin network–mediated cytoskeletal remodeling regulates contractile function in the aging heart,Vinculin network–mediated cytoskeletal remodeling regulates contractile function in the aging heart
79,9484,3184,transitive_exact_match,Vinculin network–mediated cytoskeletal remodeling regulates contractile function in the aging heart,Vinculin network-mediated cytoskeletal remodeling regulates contractile function in the aging heart.
79,9484,5452,transitive_exact_match,Vinculin network–mediated cytoskeletal remodeling regulates contractile function in the aging heart,Vinculin network-mediated cytoskeletal remodeling regulates contractile function in the aging heart
80,81,3185,doi,"Distinctive expansion of gene families associated with plant cell wall degradation, secondary metabolism, and nutrient uptake in the genomes of grapevine trunk pathogens.","Distinctive expansion of gene families associated with plant cell wall degradation, secondary metabolism, and nutrient uptake in the genomes of grapevine trunk pathogens."
80,81,5453,doi,"Distinctive expansion of gene families associated with plant cell wall degradation, secondary metabolism, and nutrient uptake in the genomes of grapevine trunk pathogens.","Distinctive expansion of gene families associated with plant cell wall degradation, secondary metabolism, and nutrient uptake in the genomes of grapevine trunk pathogens"
81,82,3189,doi,Misframed ubiquitin and impaired protein quality control: an early event in Alzheimer's disease.,Misframed ubiquitin and impaired protein quality control: an early event in Alzheimer's disease.
81,82,5467,doi,Misframed ubiquitin and impaired protein quality control: an early event in Alzheimer's disease.,Misframed ubiquitin and impaired protein quality control: An early event in Alzheimer’s disease
82,83,3190,doi,Impact of vitamin C on the cardiometabolic and inflammatory profiles of mice lacking a functional Werner syndrome protein helicase.,Impact of vitamin C on the cardiometabolic and inflammatory profiles of mice lacking a functional Werner syndrome protein helicase.
82,83,5482,doi,Impact of vitamin C on the cardiometabolic and inflammatory profiles of mice lacking a functional Werner syndrome protein helicase.,Impact of vitamin C on the cardiometabolic and inflammatory profiles of mice lacking a functional Werner syndrome protein helicase
82,83,9504,doi,Impact of vitamin C on the cardiometabolic and inflammatory profiles of mice lacking a functional Werner syndrome protein helicase.,Impact of vitamin C on the cardiometabolic and inflammatory profiles of mice lacking a functional Werner syndrome protein helicase.
83,84,3191,doi,Jagged 1 Rescues the Duchenne Muscular Dystrophy Phenotype.,Jagged 1 Rescues the Duchenne Muscular Dystrophy Phenotype.
83,84,5480,doi,Jagged 1 Rescues the Duchenne Muscular Dystrophy Phenotype.,Jagged 1 Rescues the Duchenne Muscular Dystrophy Phenotype
84,85,3192,doi,A systematic review on the role of environmental toxicants in stem cells aging.,A systematic review on the role of environmental toxicants in stem cells aging.
84,85,5485,doi,A systematic review on the role of environmental toxicants in stem cells aging.,A systematic review on the role of environmental toxicants in stem cells aging
84,85,9503,doi,A systematic review on the role of environmental toxicants in stem cells aging.,A systematic review on the role of environmental toxicants in stem cells aging.
85,1952,86,doi,Patterns of gene expression and DNA methylation in human fetal and adult liver,Patterns of gene expression and DNA methylation in human fetal and adult liver.
85,1952,3193,transitive_exact_match,Patterns of gene expression and DNA methylation in human fetal and adult liver,Patterns of gene expression and DNA methylation in human fetal and adult liver.
85,1952,5481,transitive_exact_match,Patterns of gene expression and DNA methylation in human fetal and adult liver,Patterns of gene expression and DNA methylation in human fetal and adult liver
86,87,3194,doi,Systems biology approaches to study the molecular effects of caloric restriction and polyphenols on aging processes.,Systems biology approaches to study the molecular effects of caloric restriction and polyphenols on aging processes.
86,87,5477,doi,Systems biology approaches to study the molecular effects of caloric restriction and polyphenols on aging processes.,Systems biology approaches to study the molecular effects of caloric restriction and polyphenols on aging processes
86,87,9499,doi,Systems biology approaches to study the molecular effects of caloric restriction and polyphenols on aging processes.,Systems biology approaches to study the molecular effects of caloric restriction and polyphenols on aging processes
87,88,3196,doi,Protein biogenesis machinery is a driver of replicative aging in yeast.,Protein biogenesis machinery is a driver of replicative aging in yeast.
87,88,5487,doi,Protein biogenesis machinery is a driver of replicative aging in yeast.,Protein biogenesis machinery is a driver of replicative aging in yeast
88,89,3200,doi,Quantitative analysis by next generation sequencing of hematopoietic stem and progenitor cells (LSK) and of splenic B cells transcriptomes from wild-type and Usp3-knockout mice.,Quantitative analysis by next generation sequencing of hematopoietic stem and progenitor cells (LSK) and of splenic B cells transcriptomes from wild-type and Usp3-knockout mice.
88,89,5519,doi,Quantitative analysis by next generation sequencing of hematopoietic stem and progenitor cells (LSK) and of splenic B cells transcriptomes from wild-type and Usp3-knockout mice.,Quantitative analysis by next generation sequencing of hematopoietic stem and progenitor cells (LSK) and of splenic B cells transcriptomes from wild-type and Usp3-knockout mice
89,90,3201,doi,Life span extension by targeting a link between metabolism and histone acetylation in Drosophila.,Life span extension by targeting a link between metabolism and histone acetylation in Drosophila.
